occurance,transcription,App_TAG
1,carer allowance bonus,Carers
3,operator enquiry,Request_Operator
1,enquiry about two thousand five two thousand six tax return,PaySummary
1,my group certificate i wanna find out,PaySummary
1,just had a baby and trying to get the baby bonus and having some problems filling the online claim form in,Maternity
1,i want to update my family incomes,Update_FamilyIncomeEstimate
1,incorrect internet,Support_SelfService
1,enquiring about parenting payments,Enquire_Parenting
1,just to get repayment stopped,Debt
2,problem with payment,Enquire_Payments
1,enquiring about my debt,Debt
1,wanna find out about my government assessment assistant payment,Assessment
1,e fortnightly income statement,IncomeReportingStatement
1,i need to talk to a officer,Request_Operator
1,family assistance and child_care payments,Enquire_CCB
1,family assistance payments enquiry,Enquire_Payments
1,for annual lump_sum payment of family tax benefit,Enquire_LumpPayment
2,can i speak to operator please,Request_Operator
1,i need to check amounts,Check_Payments
1,the payment summaries,PaySummary
1,speaking about non_lodgment of tax return,TaxReturn
1,an enquiry operator,Request_Operator
1,i want to talk to someone now,Request_Operator
1,hours for work,Report_Earnings
1,i just wanna check when i applied to for the to the can i claim exemption or not with my family assistance,Claim
1,want to reduce my debt payment to centrelink,Debt
1,finding about rent assistance,RentAssistance
1,full parenting payment,Enquire_Parenting
1,increase child_care hours,Enquire_CCB
1,f_t_b payment,Enquire_FTB
1,i need to notify of child_care changes,Enquire_CCB
1,cancellation of my payment,Enquire_Payments
1,that i'm being cancelled,Enquire_Payments
1,i wanna find out about my family tax benefit,Enquire_FTB
1,maternal maternity immunization allowance,Immunisation
1,taxable income for two thousand and seven,PaySummary
2,maintenance action test,ChildSupport
1,family family payment,Enquire_Payments
1,want to know about reconciliation payment,Enquire_LumpPayment
4,update family payment,Enquire_FTB
1,enquiring about my daughter's income,Enquire_FamilyAssistance
1,to change the status of my dependent,Change_Circumstances
1,i just wanna know how much i got paid,Check_Payments
1,when do i get my family tax a supplement,Enquire_FTB
1,do not need to lodge a operator,TaxReturn
1,good morning i'm ringing from the community for information centre to update our particulars about your service for our resources directory which we need to update and send out again fairly soon,OutOfDomain
1,i wanna know my payment details,Check_Payments
1,changing hours for work,Report_Earnings
1,it's in relation to the big lump_sum do i what i have to do now that i've been working to tell centrelink,Enquire_LumpPayment
1,i have a difference in children dependents dependent children,Enquire_FTB
1,the thirty percent child_care tax rebate,ChildCareRebate
1,to lodge my pay,Report_Earnings
1,check on pensioner supplement education information,Education
1,i just want to query my payment,Enquire_Payments
16,update information,PersonalDetails
1,the assessment notice for child_care benefit,Enquire_CCB
1,when we do get paid the baby bonuses or the children's money,Maternity
1,new pin,Support_SelfService
1,report son going overseas,Overseas
1,additional child to child_care benefit,Enquire_CCB
1,i want to tell you that i'm not doing a tax return this year,TaxReturn
1,applying for new_born assistance,Claim
1,when the payment family supplement will be paid,Check_Payments
1,okay i received letter from centrelink it's updating my income statement for two thousand seven to two thousand eight so i need to know how much i am earning and i want to fill up the form and i have to write my write,IncomeReportingStatement
1,questioning a payment,Enquire_Payments
1,estimate or,Update_FamilyIncomeEstimate
1,i don't understand a letter i was sent during the week,Respond_Correspondence
1,the jet program,Enquire_Jet
3,my tax benefit,Enquire_FTB
1,i need to go on another payment,Enquire_Payments
4,speak to an officer,Request_Operator
1,to change my earnings and my address,PersonalDetails
1,an enquiry about my account,Enquire_Payments
1,the child_care benefit percentage,Enquire_CCB
1,i wanted to claim my wage,Enquire_FamilyAssistance
1,family tax loan payment,Advance
2,it's about my family assistance,Enquire_FamilyAssistance
1,i need to tell centrelink i don't have to put in a tax,TaxReturn
1,i need some paperwork,IncomeReportingStatement
1,had an appointment,Appointment
1,i'm applying for a carers assistance package,Carers
1,family assessment assistance payments,Assessment
1,i was just disconnected and i needed to speak to lauren,Request_Operator
1,i'm calling on behalf of my daughter who's just gone overseas i want to know whether i have to fill in an application for payment for form which i received in the mail,Overseas
1,operator assist,Request_Operator
1,it's an enquiry about the family assistance one_off payment six hundred dollars,Enquire_LumpPayment
1,money for the kids six hundred,Enquire_LumpPayment
1,to update my assets income and assets,IncomeReportingStatement
1,family payment debt,Debt
1,updating child_care details,Enquire_CCB
1,baby bonus payment,Maternity
2,i need to update my,Update_FamilyIncomeEstimate
1,arrangement for family tax benefit,Enquire_FTB
1,i want to change our family income,Update_FamilyIncomeEstimate
1,debt enquiry,Debt
3,child_care tax benefit,Enquire_CCB
1,for my next payment,Check_Payments
1,i want to quit my job,Employment
1,for my family assistance family tax benefit,Enquire_FTB
1,it's about my payments,Check_Payments
1,loan advance,Advance
1,to talk to a operator,Request_Operator
1,tax a tax b benefits,Enquire_FTB
1,for an employment advance,Employment
1,going out of australia,Overseas
1,need to know when my debt is repaid to social security,Debt
1,i need to report a change to my parenting allowance,Enquire_Parenting
1,checking payment amount,Check_Payments
1,my payment operator,Enquire_Payments
1,payment change operator,Enquire_Payments
1,i want to get an assessment,Assessment
1,apply for my five hundred dollar,Advance
1,can't get can't log_on to the net,Support_SelfService
1,enquiring on benefits for child_care,Enquire_CCB
1,updating child child_care,Enquire_CCB
1,change details on bank account,PersonalDetails
5,general,Enquire_Vague
1,i want to tell them my partner's income for the next financial year,Update_FamilyIncomeEstimate
1,did not get paid parent allowance,Enquire_Parenting
1,enquires,Enquire_Vague
1,a birth of a baby,Maternity
1,family parenting payment,Enquire_Parenting
1,child_care report,Enquire_CCB
1,i'd like to know if i have to get a group certificate to send to the taxation department this year please,PaySummary
1,i need to find out if i'm eligible,Enquire_FamilyAssistance
1,i'd like to apply for a what do you call it,Claim
1,the family tax money,Enquire_FTB
1,need to change an appointment,Appointment
3,a baby bonus,Maternity
1,quiet,Garbage
1,the advanced payment on your family tax i think it is,Advance
1,a social worker please,GeneralEnquiry
1,i want to know my group certificates when it's gonna arrive,PaySummary
1,information on my family payment,Enquire_Payments
1,parenting payment mistake,Enquire_Parenting
1,to check on my family bonus,GeneralBonus
1,a letter sent reference cancellation of child_care benefits for approved child_care,Enquire_CCB
1,confusion,Enquire_Vague
4,family assistance notice,Enquire_FamilyAssistance
1,family tax estimate benefit,Update_FamilyIncomeEstimate
1,change changes,PersonalDetails
1,so i don't have to lodge tax return,TaxReturn
1,our family payment,Enquire_Payments
1,i want to find out about the assistance for my my son autistic,Enquire_FamilyAssistance
1,to check my bonus,GeneralBonus
1,i would like to tell you my estimate income,Update_FamilyIncomeEstimate
1,i wanted to report income for my son raise family tax benefit,Enquire_FTB
1,i didn't receive my payment,Enquire_Payments
1,making an enquiry about our regular payments,Enquire_Payments
1,apply for youth allowance,YouthAllowance
1,cancellation of a carer,Enquire_CCB
1,eligibility for maternity payment,Claim
1,i need to find out a question if i was a single parent what my family tax benefit would be,Enquire_Parenting
1,i need to get a form,IncomeReportingStatement
1,readjustment of family assistance,Enquire_FamilyAssistance
1,to speak to someone in regards to my child_care benefit percent letter i received,Enquire_CCB
3,not sure,Enquire_Vague
1,a query on a letter i received today,Respond_Correspondence
4,tax statement,PaySummary
1,asset money,Enquire_Payments
6,for child_care,Enquire_CCB
2,unemployed,Employment
1,regarding my group certificate and tax,PaySummary
1,mid year bonus,GeneralBonus
1,the family family tax benefit,Enquire_FTB
2,pension payments,Enquire_Payments
1,enquiry about large sum payment,Enquire_Payments
1,about my payment family,Enquire_Payments
1,payment a payment amount,Check_Payments
1,i want to check the upper limit to receive carer payment,Carers
1,to see if special circumstances and spousal maintenance will affect other payments,Change_Circumstances
2,about family tax benefit,Enquire_FTB
1,i want to claim for my child,Claim
1,centrelink payment summary,PaySummary
1,backdated lump_sum claim,Enquire_LumpPayment
1,to report that i don't have to do a tax return,TaxReturn
1,finding out about the family family payment,Enquire_Payments
1,health_care card need a new one,Cards
1,updating my income for family tax benefit,Update_FamilyIncomeEstimate
1,i just wanna speak to somebody about me not working anymore,Employment
1,f_t_b outcome,Enquire_FTB
1,centre_pay cancellation,Deductions
1,apply for child_care benefit,Claim
1,supplement payer payment,Enquire_Payments
2,didn't receive a payment,Enquire_Payments
1,i need to report my husband's income,Report_Earnings
1,check our family assistance supplement,Enquire_FamilyAssistance
1,update income for family tax,Enquire_FTB
1,speak to an operator about the six hundred dollars,Enquire_LumpPayment
